txtTitolo,SottoTitolo2
Indice dei prezzi all’origine - sintesi dell’andamento mensile 2024,Base dell’Indice 2010=100

Macro_Categoria,Mese,PrezzoMedioPerUdM18,Categoria,PrezzoMedioPerUdM19,Gruppo,PrezzoMedioPerUdM20,Prodotto,PrezzoMedioPerUdM21,Varieta,PrezzoMedioPerUdM22,PrezzoMedioPerUdM23
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Bianchi,"140,39",Veneto Pinot Grigio,"131,71","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Bianchi,"140,99",Veneto Pinot Grigio,"131,71","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Bianchi,"140,97",Veneto Verduzzo,"141,36","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Bianchi,"141,76",Veneto Verduzzo,"142,20","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Bianchi,"141,94",Veneto Verduzzo,"143,32","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Bianchi,"141,84",Veneto Verduzzo,"143,32","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Bianchi,"141,57",Veneto Verduzzo,"143,32","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Bianchi,"141,18",Veneto Verduzzo,"143,32","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Bianchi,"141,24",Veneto Verduzzo,"143,32","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Bianchi,"140,84",Veneto Verduzzo,"143,32","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Bianchi,"140,31",Veneto Verduzzo,"142,20","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Bianchi,"139,59",Veneto Verduzzo,"142,87","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Bianchi,"140,39",Veneto Verduzzo,"146,12","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Bianchi,"140,99",Veneto Verduzzo,"147,80","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Emilia Lambrusco,"142,62","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Emilia Lambrusco,"142,62","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Emilia Lambrusco,"142,62","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Emilia Lambrusco,"142,62","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Emilia Lambrusco,"139,74","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Emilia Lambrusco,"131,81","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Emilia Lambrusco,"131,09","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Emilia Lambrusco,"126,48","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Emilia Lambrusco,"125,33","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Emilia Lambrusco,"125,33","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Emilia Lambrusco,"130,73","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Emilia Lambrusco,"132,53","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Emilia Lambrusco (Ex Modena),"191,99","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Emilia Lambrusco (Ex Modena),"191,99","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Emilia Lambrusco (Ex Modena),"191,99","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Emilia Lambrusco (Ex Modena),"191,99","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Emilia Lambrusco (Ex Modena),"191,99","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Emilia Lambrusco (Ex Modena),"191,99","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Emilia Lambrusco (Ex Modena),"191,99","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Emilia Lambrusco (Ex Modena),"191,99","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Emilia Lambrusco (Ex Modena),"191,99","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Emilia Lambrusco (Ex Modena),"191,99","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Emilia Lambrusco (Ex Modena),"191,99","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Emilia Lambrusco (Ex Modena),"191,99","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Lazio,"235,42","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Lazio,"235,42","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Lazio,"222,92","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Lazio,"222,92","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Lazio,"222,92","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Lazio,"222,92","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Lazio,"218,23","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Lazio,"204,17","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Lazio,"202,08","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Lazio,"195,83","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Lazio,"195,83","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Lazio,"195,83","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Provincia Di Pavia Barbera,"108,33","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Provincia Di Pavia Barbera,"108,33","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Provincia Di Pavia Barbera,"108,33","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Provincia Di Pavia Barbera,"108,33","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Provincia Di Pavia Barbera,"108,33","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Provincia Di Pavia Barbera,"108,33","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Provincia Di Pavia Barbera,"108,33","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Provincia Di Pavia Barbera,"108,33","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Provincia Di Pavia Barbera,"108,33","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Provincia Di Pavia Barbera,"108,33","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Provincia Di Pavia Barbera,"108,33","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Provincia Di Pavia Barbera,"108,33","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Ravenna Sangiovese,"250,51","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Ravenna Sangiovese,"250,51","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Ravenna Sangiovese,"250,51","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Ravenna Sangiovese,"250,51","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Ravenna Sangiovese,"250,51","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Ravenna Sangiovese,"250,51","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Ravenna Sangiovese,"250,51","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Ravenna Sangiovese,"250,51","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Ravenna Sangiovese,"250,51","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Ravenna Sangiovese,"250,51","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Ravenna Sangiovese,"250,51","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Ravenna Sangiovese,"250,51","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Salento Rosato,"170,03","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Salento Rosato,"170,03","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Salento Rosato,"170,03","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Salento Rosato,"170,03","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Salento Rosato,"170,03","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Salento Rosato,"170,03","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Salento Rosato,"170,03","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Salento Rosato,"170,03","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Salento Rosato,"170,03","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Salento Rosato,"170,03","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Salento Rosato,"170,03","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Salento Rosato,"170,03","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Salento Rosso,"188,04","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Salento Rosso,"188,04","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Salento Rosso,"188,04","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Salento Rosso,"188,04","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Salento Rosso,"188,04","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Salento Rosso,"188,04","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Salento Rosso,"188,04","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Salento Rosso,"188,04","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Salento Rosso,"188,04","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Salento Rosso,"188,04","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Salento Rosso,"188,04","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Salento Rosso,"188,04","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Toscana Sangiovese,"191,36","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Toscana Sangiovese,"200,38","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Toscana Sangiovese,"221,34","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Toscana Sangiovese,"224,14","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Toscana Sangiovese,"223,47","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Toscana Sangiovese,"220,78","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Toscana Sangiovese,"219,10","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Toscana Sangiovese,"216,52","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Toscana Sangiovese,"212,93","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Toscana Sangiovese,"210,69","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Toscana Sangiovese,"207,33","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Toscana Sangiovese,"207,33","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Veneto Merlot,"174,52","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Veneto Merlot,"168,11","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Veneto Merlot,"168,11","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Veneto Merlot,"168,11","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Veneto Merlot,"168,11","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Veneto Merlot,"165,71","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Veneto Merlot,"164,91","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Veneto Merlot,"164,91","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Veneto Merlot,"184,12","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Veneto Merlot,"186,04","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Veneto Merlot,"184,12","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Veneto Merlot,"184,12","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Igt,"151,73",Vini Igt Rossi E Rosati,"162,93",Veneto Raboso,"180,80","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Igt,"152,57",Vini Igt Rossi E Rosati,"163,82",Veneto Raboso,"180,80","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Igt,"154,18",Vini Igt Rossi E Rosati,"166,91",Veneto Raboso,"180,80","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Igt,"154,34",Vini Igt Rossi E Rosati,"167,36",Veneto Raboso,"180,80","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Igt,"153,78",Vini Igt Rossi E Rosati,"166,49",Veneto Raboso,"180,80","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Igt,"152,24",Vini Igt Rossi E Rosati,"163,76",Veneto Raboso,"180,80","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Igt,"151,98",Vini Igt Rossi E Rosati,"163,16",Veneto Raboso,"180,80","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Igt,"150,86",Vini Igt Rossi E Rosati,"161,29",Veneto Raboso,"180,80","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Igt,"150,97",Vini Igt Rossi E Rosati,"162,08",Veneto Raboso,"187,50","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Igt,"150,46",Vini Igt Rossi E Rosati,"161,78",Veneto Raboso,"187,50","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Igt,"151,22",Vini Igt Rossi E Rosati,"162,50",Veneto Raboso,"186,16","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Igt,"151,76",Vini Igt Rossi E Rosati,"162,96",Veneto Raboso,"184,82","177,47"
Prodotti Zootecnici,gen,"144,72",Animali Vivi,"146,42",Bovini Da Macello,"143,13",Manze Da Macello,"152,92",Charolaise,"172,25","175,86"
Prodotti Zootecnici,feb,"143,49",Animali Vivi,"142,42",Bovini Da Macello,"143,85",Manze Da Macello,"155,21",Charolaise,"174,21","168,85"
Prodotti Zootecnici,mar,"145,35",Animali Vivi,"144,37",Bovini Da Macello,"144,18",Manze Da Macello,"155,86",Charolaise,"174,21","162,03"
Prodotti Zootecnici,apr,"145,20",Animali Vivi,"143,72",Bovini Da Macello,"145,83",Manze Da Macello,"158,84",Charolaise,"174,21","161,64"
Prodotti Zootecnici,mag,"145,28",Animali Vivi,"142,63",Bovini Da Macello,"146,30",Manze Da Macello,"159,83",Charolaise,"174,21","161,45"
Prodotti Zootecnici,giu,"146,66",Animali Vivi,"142,94",Bovini Da Macello,"147,92",Manze Da Macello,"162,72",Charolaise,"173,57","157,67"
Prodotti Zootecnici,lug,"148,87",Animali Vivi,"144,74",Bovini Da Macello,"147,94",Manze Da Macello,"163,05",Charolaise,"173,57","163,05"
Prodotti Zootecnici,ago,"151,43",Animali Vivi,"148,57",Bovini Da Macello,"147,97",Manze Da Macello,"163,18",Charolaise,"174,11","168,13"
Prodotti Zootecnici,set,"155,58",Animali Vivi,"154,15",Bovini Da Macello,"149,41",Manze Da Macello,"166,07",Charolaise,"176,17","179,66"
Prodotti Zootecnici,ott,"160,51",Animali Vivi,"161,91",Bovini Da Macello,"151,32",Manze Da Macello,"169,10",Charolaise,"180,28","184,97"
Prodotti Zootecnici,nov,"162,03",Animali Vivi,"161,74",Bovini Da Macello,"153,69",Manze Da Macello,"170,80",Charolaise,"181,23","178,32"
Prodotti Zootecnici,dic,"161,61",Animali Vivi,"158,62",Bovini Da Macello,"156,65",Manze Da Macello,"172,11",Charolaise,"181,80","177,47"
Prodotti Zootecnici,gen,"144,72",Animali Vivi,"146,42",Bovini Da Macello,"143,13",Manze Da Macello,"152,92",Frisona/Pezz. Nera,"159,60","175,86"
Prodotti Zootecnici,feb,"143,49",Animali Vivi,"142,42",Bovini Da Macello,"143,85",Manze Da Macello,"155,21",Frisona/Pezz. Nera,"164,64","168,85"
Prodotti Zootecnici,mar,"145,35",Animali Vivi,"144,37",Bovini Da Macello,"144,18",Manze Da Macello,"155,86",Frisona/Pezz. Nera,"166,54","162,03"
Prodotti Zootecnici,apr,"145,20",Animali Vivi,"143,72",Bovini Da Macello,"145,83",Manze Da Macello,"158,84",Frisona/Pezz. Nera,"174,10","161,64"
Prodotti Zootecnici,mag,"145,28",Animali Vivi,"142,63",Bovini Da Macello,"146,30",Manze Da Macello,"159,83",Frisona/Pezz. Nera,"176,06","161,45"
Prodotti Zootecnici,giu,"146,66",Animali Vivi,"142,94",Bovini Da Macello,"147,92",Manze Da Macello,"162,72",Frisona/Pezz. Nera,"182,78","157,67"
Prodotti Zootecnici,lug,"148,87",Animali Vivi,"144,74",Bovini Da Macello,"147,94",Manze Da Macello,"163,05",Frisona/Pezz. Nera,"182,78","163,05"
Prodotti Zootecnici,ago,"151,43",Animali Vivi,"148,57",Bovini Da Macello,"147,97",Manze Da Macello,"163,18",Frisona/Pezz. Nera,"182,78","168,13"
Prodotti Zootecnici,set,"155,58",Animali Vivi,"154,15",Bovini Da Macello,"149,41",Manze Da Macello,"166,07",Frisona/Pezz. Nera,"188,38","179,66"
Prodotti Zootecnici,ott,"160,51",Animali Vivi,"161,91",Bovini Da Macello,"151,32",Manze Da Macello,"169,10",Frisona/Pezz. Nera,"192,41","184,97"
Prodotti Zootecnici,nov,"162,03",Animali Vivi,"161,74",Bovini Da Macello,"153,69",Manze Da Macello,"170,80",Frisona/Pezz. Nera,"195,66","178,32"
Prodotti Zootecnici,dic,"161,61",Animali Vivi,"158,62",Bovini Da Macello,"156,65",Manze Da Macello,"172,11",Frisona/Pezz. Nera,"198,35","177,47"
Prodotti Zootecnici,gen,"144,72",Animali Vivi,"146,42",Bovini Da Macello,"143,13",Manze Da Macello,"152,92",Incrocio,"146,17","175,86"
Prodotti Zootecnici,feb,"143,49",Animali Vivi,"142,42",Bovini Da Macello,"143,85",Manze Da Macello,"155,21",Incrocio,"148,25","168,85"
Prodotti Zootecnici,mar,"145,35",Animali Vivi,"144,37",Bovini Da Macello,"144,18",Manze Da Macello,"155,86",Incrocio,"148,78","162,03"
Prodotti Zootecnici,apr,"145,20",Animali Vivi,"143,72",Bovini Da Macello,"145,83",Manze Da Macello,"158,84",Incrocio,"155,95","161,64"
Prodotti Zootecnici,mag,"145,28",Animali Vivi,"142,63",Bovini Da Macello,"146,30",Manze Da Macello,"159,83",Incrocio,"159,22","161,45"
Prodotti Zootecnici,giu,"146,66",Animali Vivi,"142,94",Bovini Da Macello,"147,92",Manze Da Macello,"162,72",Incrocio,"167,05","157,67"
Prodotti Zootecnici,lug,"148,87",Animali Vivi,"144,74",Bovini Da Macello,"147,94",Manze Da Macello,"163,05",Incrocio,"167,05","163,05"
Prodotti Zootecnici,ago,"151,43",Animali Vivi,"148,57",Bovini Da Macello,"147,97",Manze Da Macello,"163,18",Incrocio,"167,05","168,13"
Prodotti Zootecnici,set,"155,58",Animali Vivi,"154,15",Bovini Da Macello,"149,41",Manze Da Macello,"166,07",Incrocio,"172,92","179,66"
Prodotti Zootecnici,ott,"160,51",Animali Vivi,"161,91",Bovini Da Macello,"151,32",Manze Da Macello,"169,10",Incrocio,"176,44","184,97"
Prodotti Zootecnici,nov,"162,03",Animali Vivi,"161,74",Bovini Da Macello,"153,69",Manze Da Macello,"170,80",Incrocio,"179,77","178,32"
Prodotti Zootecnici,dic,"161,61",Animali Vivi,"158,62",Bovini Da Macello,"156,65",Manze Da Macello,"172,11",Incrocio,"182,05","177,47"
Prodotti Zootecnici,gen,"144,72",Animali Vivi,"146,42",Bovini Da Macello,"143,13",Manze Da Macello,"152,92",Limousine,"156,08","175,86"
Prodotti Zootecnici,feb,"143,49",Animali Vivi,"142,42",Bovini Da Macello,"143,85",Manze Da Macello,"155,21",Limousine,"156,72","168,85"
Prodotti Zootecnici,mar,"145,35",Animali Vivi,"144,37",Bovini Da Macello,"144,18",Manze Da Macello,"155,86",Limousine,"156,72","162,03"
Prodotti Zootecnici,apr,"145,20",Animali Vivi,"143,72",Bovini Da Macello,"145,83",Manze Da Macello,"158,84",Limousine,"156,72","161,64"
Prodotti Zootecnici,mag,"145,28",Animali Vivi,"142,63",Bovini Da Macello,"146,30",Manze Da Macello,"159,83",Limousine,"156,72","161,45"
