SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024 - Base dell’Indice 2010=100,"Macro categoria: coltivazioni,prodotti zootecnici - Categoria: cereali e derivati,colture industriali,frutta fresca, a guscio e agrumi freschi,olii e grassi vegetali,ortaggi legumi e patate freschi,semi oleosi,vini - Gruppo: frumento,granturco e cereali minori,riso,barbabietola,tabacchi,agrumi,altra frutta fresca,frutta a guscio,frutta a nocciolo,pomacee,uva da tavola,olii di oliva di pressione,cavoli e cavolfiori,frutti ortivi freschi,insalate,legumi freschi,ortaggi a foglia e stelo,patate,radici e bulbi,oleaginose,vini comuni,vini doc-docg,vini igt - Prodotto: frumento duro,frumento tenero,avena,mais,orzo,risone,barbabietola da zucchero,tabacco greggio, non lavorato,arance,clementine,limoni,mandarini,actinidia,loti,mandorle in guscio,nocciole,noci,pistacchi,albicocche,ciliegie,nettarine,pesche,susine,mele da tavola,pere da tavola,uva da tavola,olio extravergine di oliva,olio lampante di oliva,olio vergine di oliva,cavolfiori,angurie,cetrioli,cetrioli serra,fragole,melanzane,melanzane serra,meloni,peperoni,peperoni serra,pomodori,pomodori serra,zucchine,zucchine serra,indivia,lattuga,radicchio,fagiolini,fagiolini serra,asparagi,carciofi,finocchi,sedani,spinaci,patate comuni,patate novelle,agli,carote,cipolle,soia,vini comuni bianchi,vini comuni rossi e rosati,vini doc-docg bianchi,vini doc-docg rossi e rosati,vini igt bianchi,vini igt rossi e rosati"

Prodotto,Mese,PrezzoMedioPerUdM8,Varieta,PrezzoMedioPerUdM9
Mele Da Tavola,ott,"140,23",Granny Smith,"152,19"
Mele Da Tavola,nov,"163,65",Granny Smith,"163,83"
Mele Da Tavola,dic,"164,32",Granny Smith,"163,83"
Mele Da Tavola,gen,"164,62",Morgenduft(Imperatore),"153,32"
Mele Da Tavola,feb,"164,52",Morgenduft(Imperatore),"153,32"
Mele Da Tavola,mar,"163,53",Morgenduft(Imperatore),"153,32"
Mele Da Tavola,apr,"161,24",Morgenduft(Imperatore),"196,32"
Mele Da Tavola,mag,"162,09",Morgenduft(Imperatore),"201,39"
Mele Da Tavola,giu,n.d.,Morgenduft(Imperatore),"201,39"
Mele Da Tavola,lug,n.d.,Morgenduft(Imperatore),n.d.
Mele Da Tavola,ago,n.d.,Morgenduft(Imperatore),n.d.
Mele Da Tavola,set,"123,53",Morgenduft(Imperatore),n.d.
Mele Da Tavola,ott,"140,23",Morgenduft(Imperatore),"104,41"
Mele Da Tavola,nov,"163,65",Morgenduft(Imperatore),"175,78"
Mele Da Tavola,dic,"164,32",Morgenduft(Imperatore),"175,78"
Mele Da Tavola,gen,"164,62",Renetta Canada,"136,73"
Mele Da Tavola,feb,"164,52",Renetta Canada,"140,30"
Mele Da Tavola,mar,"163,53",Renetta Canada,"142,68"
Mele Da Tavola,apr,"161,24",Renetta Canada,"142,68"
Mele Da Tavola,mag,"162,09",Renetta Canada,"142,68"
Mele Da Tavola,giu,n.d.,Renetta Canada,n.d.
Mele Da Tavola,lug,n.d.,Renetta Canada,n.d.
Mele Da Tavola,ago,n.d.,Renetta Canada,n.d.
Mele Da Tavola,set,"123,53",Renetta Canada,"71,34"
Mele Da Tavola,ott,"140,23",Renetta Canada,"107,25"
Mele Da Tavola,nov,"163,65",Renetta Canada,"157,54"
Mele Da Tavola,dic,"164,32",Renetta Canada,"157,54"
Mele Da Tavola,gen,"164,62",Stark Delicious,"146,18"
Mele Da Tavola,feb,"164,52",Stark Delicious,"147,37"
Mele Da Tavola,mar,"163,53",Stark Delicious,"147,37"
Mele Da Tavola,apr,"161,24",Stark Delicious,"150,01"
Mele Da Tavola,mag,"162,09",Stark Delicious,"150,01"
Mele Da Tavola,giu,n.d.,Stark Delicious,"148,31"
Mele Da Tavola,lug,n.d.,Stark Delicious,n.d.
Mele Da Tavola,ago,n.d.,Stark Delicious,n.d.
Mele Da Tavola,set,"123,53",Stark Delicious,"110,95"
Mele Da Tavola,ott,"140,23",Stark Delicious,"123,23"
Mele Da Tavola,nov,"163,65",Stark Delicious,"144,88"
Mele Da Tavola,dic,"164,32",Stark Delicious,"144,88"
Meloni,gen,n.d.,Retati,n.d.
Meloni,feb,n.d.,Retati,n.d.
Meloni,mar,n.d.,Retati,n.d.
Meloni,apr,"290,91",Retati,"290,91"
Meloni,mag,"224,64",Retati,"224,64"
Meloni,giu,"151,05",Retati,"151,05"
Meloni,lug,"129,56",Retati,"129,56"
Meloni,ago,"121,45",Retati,"121,45"
Meloni,set,"121,20",Retati,"121,20"
Meloni,ott,n.d.,Retati,n.d.
Meloni,nov,n.d.,Retati,n.d.
Meloni,dic,n.d.,Retati,n.d.
Nettarine,gen,n.d.,Polpa Gialla,n.d.
Nettarine,feb,n.d.,Polpa Gialla,n.d.
Nettarine,mar,n.d.,Polpa Gialla,n.d.
Nettarine,apr,n.d.,Polpa Gialla,n.d.
Nettarine,mag,n.d.,Polpa Gialla,n.d.
Nettarine,giu,"163,14",Polpa Gialla,"163,14"
Nettarine,lug,"143,76",Polpa Gialla,"143,76"
Nettarine,ago,"140,94",Polpa Gialla,"140,94"
Nettarine,set,"161,49",Polpa Gialla,"161,49"
Nettarine,ott,n.d.,Polpa Gialla,n.d.
Nettarine,nov,n.d.,Polpa Gialla,n.d.
Nettarine,dic,n.d.,Polpa Gialla,n.d.
Nocciole,gen,"144,68",Lunga S.Giovanni,"117,31"
Nocciole,feb,"145,00",Lunga S.Giovanni,"118,85"
Nocciole,mar,"145,40",Lunga S.Giovanni,"119,88"
Nocciole,apr,"145,95",Lunga S.Giovanni,"119,88"
Nocciole,mag,"145,95",Lunga S.Giovanni,"119,88"
Nocciole,giu,"146,04",Lunga S.Giovanni,"119,88"
Nocciole,lug,"146,31",Lunga S.Giovanni,"119,88"
Nocciole,ago,"146,86",Lunga S.Giovanni,"121,69"
Nocciole,set,"153,04",Lunga S.Giovanni,"128,91"
Nocciole,ott,"155,84",Lunga S.Giovanni,"128,91"
Nocciole,nov,"152,07",Lunga S.Giovanni,"128,91"
Nocciole,dic,"150,04",Lunga S.Giovanni,"128,91"
Nocciole,gen,"144,68",Tonda Avellinese,"137,95"
Nocciole,feb,"145,00",Tonda Avellinese,"137,95"
Nocciole,mar,"145,40",Tonda Avellinese,"137,95"
Nocciole,apr,"145,95",Tonda Avellinese,"137,95"
Nocciole,mag,"145,95",Tonda Avellinese,"137,95"
Nocciole,giu,"146,04",Tonda Avellinese,"137,95"
Nocciole,lug,"146,31",Tonda Avellinese,"137,95"
Nocciole,ago,"146,86",Tonda Avellinese,"139,60"
Nocciole,set,"153,04",Tonda Avellinese,"146,22"
Nocciole,ott,"155,84",Tonda Avellinese,"146,22"
Nocciole,nov,"152,07",Tonda Avellinese,"146,22"
Nocciole,dic,"150,04",Tonda Avellinese,"146,22"
Nocciole,gen,"144,68",Tonda Di Giffoni,"149,97"
Nocciole,feb,"145,00",Tonda Di Giffoni,"149,97"
Nocciole,mar,"145,40",Tonda Di Giffoni,"149,97"
Nocciole,apr,"145,95",Tonda Di Giffoni,"149,97"
Nocciole,mag,"145,95",Tonda Di Giffoni,"149,97"
Nocciole,giu,"146,04",Tonda Di Giffoni,"149,97"
Nocciole,lug,"146,31",Tonda Di Giffoni,"149,97"
Nocciole,ago,"146,86",Tonda Di Giffoni,"149,97"
Nocciole,set,"153,04",Tonda Di Giffoni,"163,81"
Nocciole,ott,"155,84",Tonda Di Giffoni,"147,20"
Nocciole,nov,"152,07",Tonda Di Giffoni,"143,05"
Nocciole,dic,"150,04",Tonda Di Giffoni,"143,05"
Nocciole,gen,"144,68",Tonda Gentile Trilobata,"142,58"
Nocciole,feb,"145,00",Tonda Gentile Trilobata,"142,58"
Nocciole,mar,"145,40",Tonda Gentile Trilobata,"143,64"
Nocciole,apr,"145,95",Tonda Gentile Trilobata,"146,83"
Nocciole,mag,"145,95",Tonda Gentile Trilobata,"146,83"
Nocciole,giu,"146,04",Tonda Gentile Trilobata,"147,37"
Nocciole,lug,"146,31",Tonda Gentile Trilobata,"148,96"
Nocciole,ago,"146,86",Tonda Gentile Trilobata,"148,96"
Nocciole,set,"153,04",Tonda Gentile Trilobata,"163,86"
Nocciole,ott,"155,84",Tonda Gentile Trilobata,"208,55"
Nocciole,nov,"152,07",Tonda Gentile Trilobata,"208,55"
Nocciole,dic,"150,04",Tonda Gentile Trilobata,"211,74"
Nocciole,gen,"144,68",Tonda Romana,"159,91"
Nocciole,feb,"145,00",Tonda Romana,"159,91"
Nocciole,mar,"145,40",Tonda Romana,"159,91"
Nocciole,apr,"145,95",Tonda Romana,"159,91"
Nocciole,mag,"145,95",Tonda Romana,"159,91"
Nocciole,giu,"146,04",Tonda Romana,"159,91"
Nocciole,lug,"146,31",Tonda Romana,"159,91"
Nocciole,ago,"146,86",Tonda Romana,"159,91"
Nocciole,set,"153,04",Tonda Romana,"159,91"
Nocciole,ott,"155,84",Tonda Romana,"152,29"
Nocciole,nov,"152,07",Tonda Romana,"144,14"
Nocciole,dic,"150,04",Tonda Romana,"137,88"
Noci,gen,"112,76",Sorrento,"112,76"
Noci,feb,"115,58",Sorrento,"115,58"
Noci,mar,"117,46",Sorrento,"117,46"
Noci,apr,"117,46",Sorrento,"117,46"
Noci,mag,"117,46",Sorrento,"117,46"
Noci,giu,"117,46",Sorrento,"117,46"
Noci,lug,"117,46",Sorrento,"117,46"
Noci,ago,"117,46",Sorrento,"117,46"
Noci,set,"126,86",Sorrento,"126,86"
Noci,ott,"128,74",Sorrento,"128,74"
Noci,nov,"132,73",Sorrento,"132,73"
Noci,dic,"133,91",Sorrento,"133,91"
Olio Extravergine Di Oliva,gen,"372,41",-,"372,41"
Olio Extravergine Di Oliva,feb,"372,79",-,"372,79"
Olio Extravergine Di Oliva,mar,"372,81",-,"372,81"
Olio Extravergine Di Oliva,apr,"368,97",-,"368,97"
Olio Extravergine Di Oliva,mag,"368,30",-,"368,30"
Olio Extravergine Di Oliva,giu,"366,81",-,"366,81"
Olio Extravergine Di Oliva,lug,"362,58",-,"362,58"
Olio Extravergine Di Oliva,ago,"356,01",-,"356,01"
Olio Extravergine Di Oliva,set,"356,26",-,"356,26"
Olio Extravergine Di Oliva,ott,"359,43",-,"359,43"
Olio Extravergine Di Oliva,nov,"340,43",-,"340,43"
Olio Extravergine Di Oliva,dic,"368,49",-,"368,49"
Olio Lampante Di Oliva,gen,"437,35",-,"437,35"
Olio Lampante Di Oliva,feb,"438,93",-,"438,93"
Olio Lampante Di Oliva,mar,"429,37",-,"429,37"
Olio Lampante Di Oliva,apr,"387,29",-,"387,29"
Olio Lampante Di Oliva,mag,"367,48",-,"367,48"
Olio Lampante Di Oliva,giu,"358,03",-,"358,03"
Olio Lampante Di Oliva,lug,"343,76",-,"343,76"
Olio Lampante Di Oliva,ago,"330,25",-,"330,25"
Olio Lampante Di Oliva,set,"320,60",-,"320,60"
Olio Lampante Di Oliva,ott,"318,31",-,"318,31"
Olio Lampante Di Oliva,nov,"245,08",-,"245,08"
Olio Lampante Di Oliva,dic,"217,31",-,"217,31"
Olio Vergine Di Oliva,gen,"419,61",-,"419,61"
Olio Vergine Di Oliva,feb,"421,25",-,"421,25"
Olio Vergine Di Oliva,mar,"421,36",-,"421,36"
Olio Vergine Di Oliva,apr,"402,85",-,"402,85"
Olio Vergine Di Oliva,mag,"397,84",-,"397,84"
Olio Vergine Di Oliva,giu,"390,78",-,"390,78"
Olio Vergine Di Oliva,lug,"371,95",-,"371,95"
Olio Vergine Di Oliva,ago,"354,37",-,"354,37"
Olio Vergine Di Oliva,set,"353,78",-,"353,78"
Olio Vergine Di Oliva,ott,"363,02",-,"363,02"
Olio Vergine Di Oliva,nov,"299,84",-,"299,84"
Olio Vergine Di Oliva,dic,"300,81",-,"300,81"
Orzo,gen,"117,80",-,"117,80"
Orzo,feb,"113,65",-,"113,65"
Orzo,mar,"106,99",-,"106,99"
Orzo,apr,"108,34",-,"108,34"
Orzo,mag,"109,83",-,"109,83"
Orzo,giu,"112,89",-,"112,89"
Orzo,lug,"114,40",-,"114,40"
Orzo,ago,"116,71",-,"116,71"
Orzo,set,"117,92",-,"117,92"
Orzo,ott,"121,81",-,"121,81"
Orzo,nov,"127,61",-,"127,61"
Orzo,dic,"135,88",-,"135,88"
Patate Comuni,gen,"277,25",-,"277,25"
Patate Comuni,feb,"282,56",-,"282,56"
Patate Comuni,mar,"291,79",-,"291,79"
Patate Comuni,apr,"300,67",-,"300,67"
Patate Comuni,mag,"266,87",-,"266,87"
Patate Comuni,giu,n.d.,-,n.d.
Patate Comuni,lug,"210,30",-,"210,30"
Patate Comuni,ago,"246,34",-,"246,34"
Patate Comuni,set,"211,65",-,"211,65"
Patate Comuni,ott,"232,35",-,"232,35"
Patate Comuni,nov,"232,82",-,"232,82"
Patate Comuni,dic,"232,80",-,"232,80"
Patate Novelle,gen,n.d.,-,n.d.
Patate Novelle,feb,n.d.,-,n.d.
Patate Novelle,mar,"216,13",-,"216,13"
Patate Novelle,apr,"213,71",-,"213,71"
Patate Novelle,mag,"172,59",-,"172,59"
Patate Novelle,giu,"105,88",-,"105,88"
Patate Novelle,lug,"79,25",-,"79,25"
Patate Novelle,ago,n.d.,-,n.d.
Patate Novelle,set,n.d.,-,n.d.
Patate Novelle,ott,n.d.,-,n.d.
Patate Novelle,nov,n.d.,-,n.d.
Patate Novelle,dic,n.d.,-,n.d.
Peperoni,gen,n.d.,Colorati,n.d.
Peperoni,feb,n.d.,Colorati,n.d.
Peperoni,mar,n.d.,Colorati,n.d.
Peperoni,apr,n.d.,Colorati,n.d.
Peperoni,mag,n.d.,Colorati,n.d.
Peperoni,giu,"211,90",Colorati,"198,55"
Peperoni,lug,"155,27",Colorati,"151,64"
Peperoni,ago,"147,10",Colorati,"142,83"
Peperoni,set,"158,96",Colorati,"155,34"
Peperoni,ott,"234,23",Colorati,"234,23"
Peperoni,nov,n.d.,Colorati,n.d.
Peperoni,dic,n.d.,Colorati,n.d.
Peperoni,gen,n.d.,Verdi,n.d.
Peperoni,feb,n.d.,Verdi,n.d.
Peperoni,mar,n.d.,Verdi,n.d.
Peperoni,apr,n.d.,Verdi,n.d.
Peperoni,mag,n.d.,Verdi,n.d.
Peperoni,giu,"211,90",Verdi,"293,65"
Peperoni,lug,"155,27",Verdi,"220,23"
Peperoni,ago,"147,10",Verdi,"223,73"
Peperoni,set,"158,96",Verdi,"223,73"
Peperoni,ott,"234,23",Verdi,n.d.
Peperoni,nov,n.d.,Verdi,n.d.
Peperoni,dic,n.d.,Verdi,n.d.
Peperoni Serra,gen,"185,83",Colorati,"185,83"
Peperoni Serra,feb,"183,82",Colorati,"183,82"
Peperoni Serra,mar,"115,51",Colorati,"115,51"
Peperoni Serra,apr,"148,16",Colorati,"148,16"
Peperoni Serra,mag,"157,55",Colorati,"161,72"
Peperoni Serra,giu,"114,65",Colorati,"116,77"
Peperoni Serra,lug,n.d.,Colorati,n.d.
Peperoni Serra,ago,n.d.,Colorati,n.d.
Peperoni Serra,set,n.d.,Colorati,n.d.
Peperoni Serra,ott,"213,95",Colorati,"213,95"
Peperoni Serra,nov,"150,67",Colorati,"150,67"
Peperoni Serra,dic,"129,32",Colorati,"129,32"
Peperoni Serra,gen,"185,83",Verdi,n.d.
Peperoni Serra,feb,"183,82",Verdi,n.d.
Peperoni Serra,mar,"115,51",Verdi,n.d.
Peperoni Serra,apr,"148,16",Verdi,n.d.
Peperoni Serra,mag,"157,55",Verdi,"120,00"
Peperoni Serra,giu,"114,65",Verdi,"95,56"
Peperoni Serra,lug,n.d.,Verdi,n.d.
Peperoni Serra,ago,n.d.,Verdi,n.d.
Peperoni Serra,set,n.d.,Verdi,n.d.
Peperoni Serra,ott,"213,95",Verdi,n.d.
Peperoni Serra,nov,"150,67",Verdi,n.d.
Peperoni Serra,dic,"129,32",Verdi,n.d.
Pere Da Tavola,gen,"257,85",Abate Fetel,"245,41"
Pere Da Tavola,feb,"258,74",Abate Fetel,"247,80"
Pere Da Tavola,mar,"251,79",Abate Fetel,"238,77"
Pere Da Tavola,apr,n.d.,Abate Fetel,n.d.
Pere Da Tavola,mag,n.d.,Abate Fetel,n.d.
Pere Da Tavola,giu,n.d.,Abate Fetel,n.d.
Pere Da Tavola,lug,n.d.,Abate Fetel,n.d.
Pere Da Tavola,ago,"136,40",Abate Fetel,"160,69"
Pere Da Tavola,set,"159,02",Abate Fetel,"184,30"
Pere Da Tavola,ott,"167,09",Abate Fetel,"194,16"
Pere Da Tavola,nov,"202,61",Abate Fetel,"206,31"
Pere Da Tavola,dic,"200,89",Abate Fetel,"203,87"
Pere Da Tavola,gen,"257,85",Conference,"269,41"
Pere Da Tavola,feb,"258,74",Conference,"264,07"
Pere Da Tavola,mar,"251,79",Conference,"263,87"
Pere Da Tavola,apr,n.d.,Conference,"268,99"
Pere Da Tavola,mag,n.d.,Conference,n.d.
Pere Da Tavola,giu,n.d.,Conference,n.d.
Pere Da Tavola,lug,n.d.,Conference,n.d.
Pere Da Tavola,ago,"136,40",Conference,"133,49"
Pere Da Tavola,set,"159,02",Conference,"128,64"
Pere Da Tavola,ott,"167,09",Conference,n.d.
Pere Da Tavola,nov,"202,61",Conference,"166,49"
Pere Da Tavola,dic,"200,89",Conference,"166,49"
Pere Da Tavola,gen,"257,85",Decana Del Comizio,"300,67"
Pere Da Tavola,feb,"258,74",Decana Del Comizio,"302,51"
Pere Da Tavola,mar,"251,79",Decana Del Comizio,n.d.
Pere Da Tavola,apr,n.d.,Decana Del Comizio,n.d.
Pere Da Tavola,mag,n.d.,Decana Del Comizio,n.d.
Pere Da Tavola,giu,n.d.,Decana Del Comizio,n.d.
Pere Da Tavola,lug,n.d.,Decana Del Comizio,n.d.
Pere Da Tavola,ago,"136,40",Decana Del Comizio,n.d.
Pere Da Tavola,set,"159,02",Decana Del Comizio,"150,04"
Pere Da Tavola,ott,"167,09",Decana Del Comizio,"144,20"
Pere Da Tavola,nov,"202,61",Decana Del Comizio,"193,43"
Pere Da Tavola,dic,"200,89",Decana Del Comizio,"193,43"
Pere Da Tavola,gen,"257,85",Kaiser,"286,64"
Pere Da Tavola,feb,"258,74",Kaiser,"286,64"
Pere Da Tavola,mar,"251,79",Kaiser,"286,54"
Pere Da Tavola,apr,n.d.,Kaiser,"287,75"
Pere Da Tavola,mag,n.d.,Kaiser,n.d.
Pere Da Tavola,giu,n.d.,Kaiser,n.d.
Pere Da Tavola,lug,n.d.,Kaiser,n.d.
Pere Da Tavola,ago,"136,40",Kaiser,"140,00"
Pere Da Tavola,set,"159,02",Kaiser,"170,12"
Pere Da Tavola,ott,"167,09",Kaiser,"191,79"
Pere Da Tavola,nov,"202,61",Kaiser,"220,46"
Pere Da Tavola,dic,"200,89",Kaiser,"220,38"
Pere Da Tavola,gen,"257,85",Varieta' Estive,n.d.
Pere Da Tavola,feb,"258,74",Varieta' Estive,n.d.
Pere Da Tavola,mar,"251,79",Varieta' Estive,n.d.
Pere Da Tavola,apr,n.d.,Varieta' Estive,n.d.
Pere Da Tavola,mag,n.d.,Varieta' Estive,n.d.
Pere Da Tavola,giu,n.d.,Varieta' Estive,n.d.
Pere Da Tavola,lug,n.d.,Varieta' Estive,"171,20"
Pere Da Tavola,ago,"136,40",Varieta' Estive,"144,45"
Pere Da Tavola,set,"159,02",Varieta' Estive,"150,43"
Pere Da Tavola,ott,"167,09",Varieta' Estive,n.d.
Pere Da Tavola,nov,"202,61",Varieta' Estive,n.d.
Pere Da Tavola,dic,"200,89",Varieta' Estive,n.d.
Pere Da Tavola,gen,"257,85",William Bianco,n.d.
Pere Da Tavola,feb,"258,74",William Bianco,n.d.
Pere Da Tavola,mar,"251,79",William Bianco,n.d.
Pere Da Tavola,apr,n.d.,William Bianco,n.d.
Pere Da Tavola,mag,n.d.,William Bianco,n.d.
Pere Da Tavola,giu,n.d.,William Bianco,n.d.
Pere Da Tavola,lug,n.d.,William Bianco,n.d.
Pere Da Tavola,ago,"136,40",William Bianco,"129,67"
Pere Da Tavola,set,"159,02",William Bianco,"142,40"
Pere Da Tavola,ott,"167,09",William Bianco,"145,01"
Pere Da Tavola,nov,"202,61",William Bianco,n.d.
Pere Da Tavola,dic,"200,89",William Bianco,n.d.
Pesche,gen,n.d.,Polpa Bianca,n.d.
Pesche,feb,n.d.,Polpa Bianca,n.d.
Pesche,mar,n.d.,Polpa Bianca,n.d.
Pesche,apr,n.d.,Polpa Bianca,n.d.
Pesche,mag,n.d.,Polpa Bianca,n.d.
Pesche,giu,"164,86",Polpa Bianca,"156,88"
Pesche,lug,"141,72",Polpa Bianca,"134,36"
Pesche,ago,"136,89",Polpa Bianca,"129,52"
Pesche,set,"152,32",Polpa Bianca,"139,11"
Pesche,ott,n.d.,Polpa Bianca,n.d.
Pesche,nov,n.d.,Polpa Bianca,n.d.
Pesche,dic,n.d.,Polpa Bianca,n.d.
Pesche,gen,n.d.,Polpa Gialla,n.d.
Pesche,feb,n.d.,Polpa Gialla,n.d.
Pesche,mar,n.d.,Polpa Gialla,n.d.
Pesche,apr,n.d.,Polpa Gialla,n.d.
Pesche,mag,n.d.,Polpa Gialla,n.d.
Pesche,giu,"164,86",Polpa Gialla,"165,05"
Pesche,lug,"141,72",Polpa Gialla,"144,32"
Pesche,ago,"136,89",Polpa Gialla,"140,18"
Pesche,set,"152,32",Polpa Gialla,"156,24"
Pesche,ott,n.d.,Polpa Gialla,n.d.
Pesche,nov,n.d.,Polpa Gialla,n.d.
Pesche,dic,n.d.,Polpa Gialla,n.d.
Pistacchi,gen,"188,24",-,"188,24"
Pistacchi,feb,"188,24",-,"188,24"
Pistacchi,mar,"188,24",-,"188,24"
Pistacchi,apr,"188,24",-,"188,24"
Pistacchi,mag,"188,24",-,"188,24"
Pistacchi,giu,"188,24",-,"188,24"
Pistacchi,lug,"188,24",-,"188,24"
Pistacchi,ago,"188,24",-,"188,24"
Pistacchi,set,"188,24",-,"188,24"
Pistacchi,ott,"188,24",-,"188,24"
Pistacchi,nov,"188,24",-,"188,24"
Pistacchi,dic,"188,24",-,"188,24"
Pomodori,gen,n.d.,Ciliegini,n.d.
Pomodori,feb,n.d.,Ciliegini,n.d.
Pomodori,mar,n.d.,Ciliegini,n.d.
Pomodori,apr,n.d.,Ciliegini,n.d.
Pomodori,mag,n.d.,Ciliegini,n.d.
Pomodori,giu,n.d.,Ciliegini,n.d.
Pomodori,lug,"283,89",Ciliegini,"176,83"
Pomodori,ago,"313,83",Ciliegini,"186,32"
Pomodori,set,"430,88",Ciliegini,"228,59"
Pomodori,ott,"367,87",Ciliegini,"269,13"
Pomodori,nov,n.d.,Ciliegini,n.d.
Pomodori,dic,n.d.,Ciliegini,n.d.
Pomodori,gen,n.d.,Cuore Di Bue,n.d.
Pomodori,feb,n.d.,Cuore Di Bue,n.d.
Pomodori,mar,n.d.,Cuore Di Bue,n.d.
Pomodori,apr,n.d.,Cuore Di Bue,n.d.
Pomodori,mag,n.d.,Cuore Di Bue,n.d.
Pomodori,giu,n.d.,Cuore Di Bue,n.d.
Pomodori,lug,"283,89",Cuore Di Bue,"192,01"
Pomodori,ago,"313,83",Cuore Di Bue,"183,81"
Pomodori,set,"430,88",Cuore Di Bue,"211,71"
Pomodori,ott,"367,87",Cuore Di Bue,n.d.
Pomodori,nov,n.d.,Cuore Di Bue,n.d.
Pomodori,dic,n.d.,Cuore Di Bue,n.d.
Pomodori,gen,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,feb,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,mar,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,apr,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,mag,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,giu,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,lug,"283,89",Tipo S.Marzano Insalataro,"362,45"
Pomodori,ago,"313,83",Tipo S.Marzano Insalataro,"421,45"
Pomodori,set,"430,88",Tipo S.Marzano Insalataro,"610,24"
Pomodori,ott,"367,87",Tipo S.Marzano Insalataro,"474,69"
Pomodori,nov,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,dic,n.d.,Tipo S.Marzano Insalataro,n.d.
Pomodori,gen,n.d.,Tondo Liscio,n.d.
Pomodori,feb,n.d.,Tondo Liscio,n.d.
Pomodori,mar,n.d.,Tondo Liscio,n.d.
Pomodori,apr,n.d.,Tondo Liscio,n.d.
Pomodori,mag,n.d.,Tondo Liscio,"273,70"
Pomodori,giu,n.d.,Tondo Liscio,"220,29"
Pomodori,lug,"283,89",Tondo Liscio,"199,12"
Pomodori,ago,"313,83",Tondo Liscio,"187,47"
Pomodori,set,"430,88",Tondo Liscio,"214,89"
Pomodori,ott,"367,87",Tondo Liscio,"306,93"
Pomodori,nov,n.d.,Tondo Liscio,n.d.
Pomodori,dic,n.d.,Tondo Liscio,n.d.
Pomodori Serra,gen,"191,35",Ciliegini,"172,32"
Pomodori Serra,feb,"136,51",Ciliegini,"131,39"
Pomodori Serra,mar,"164,10",Ciliegini,"153,47"
Pomodori Serra,apr,"146,41",Ciliegini,"130,59"
Pomodori Serra,mag,"99,26",Ciliegini,"85,08"
Pomodori Serra,giu,"75,66",Ciliegini,"53,85"
Pomodori Serra,lug,n.d.,Ciliegini,n.d.
Pomodori Serra,ago,n.d.,Ciliegini,n.d.
Pomodori Serra,set,n.d.,Ciliegini,n.d.
Pomodori Serra,ott,"257,95",Ciliegini,"312,33"
Pomodori Serra,nov,"240,05",Ciliegini,"232,90"
Pomodori Serra,dic,"148,01",Ciliegini,"138,66"
Pomodori Serra,gen,"191,35",Costoluti,n.d.
Pomodori Serra,feb,"136,51",Costoluti,n.d.
Pomodori Serra,mar,"164,10",Costoluti,n.d.
Pomodori Serra,apr,"146,41",Costoluti,n.d.
Pomodori Serra,mag,"99,26",Costoluti,"120,37"
Pomodori Serra,giu,"75,66",Costoluti,"86,82"
Pomodori Serra,lug,n.d.,Costoluti,n.d.
Pomodori Serra,ago,n.d.,Costoluti,n.d.
Pomodori Serra,set,n.d.,Costoluti,n.d.
Pomodori Serra,ott,"257,95",Costoluti,n.d.
Pomodori Serra,nov,"240,05",Costoluti,n.d.
Pomodori Serra,dic,"148,01",Costoluti,n.d.
Pomodori Serra,gen,"191,35",Tondi Lisci,"130,96"
Pomodori Serra,feb,"136,51",Tondi Lisci,"117,17"
Pomodori Serra,mar,"164,10",Tondi Lisci,"117,17"
Pomodori Serra,apr,"146,41",Tondi Lisci,"103,39"
Pomodori Serra,mag,"99,26",Tondi Lisci,"81,43"
Pomodori Serra,giu,"75,66",Tondi Lisci,"60,58"
Pomodori Serra,lug,n.d.,Tondi Lisci,"75,82"
Pomodori Serra,ago,n.d.,Tondi Lisci,"78,57"
Pomodori Serra,set,n.d.,Tondi Lisci,"103,39"
Pomodori Serra,ott,"257,95",Tondi Lisci,"213,04"
Pomodori Serra,nov,"240,05",Tondi Lisci,"198,16"
Pomodori Serra,dic,"148,01",Tondi Lisci,"103,39"
Pomodori Serra,gen,"191,35",Tondi Lisci Rossi A Grappolo,"232,35"
Pomodori Serra,feb,"136,51",Tondi Lisci Rossi A Grappolo,"148,70"
Pomodori Serra,mar,"164,10",Tondi Lisci Rossi A Grappolo,"191,94"
Pomodori Serra,apr,"146,41",Tondi Lisci Rossi A Grappolo,"177,79"
Pomodori Serra,mag,"99,26",Tondi Lisci Rossi A Grappolo,"111,53"
Pomodori Serra,giu,"75,66",Tondi Lisci Rossi A Grappolo,"88,90"
Pomodori Serra,lug,n.d.,Tondi Lisci Rossi A Grappolo,"88,90"
Pomodori Serra,ago,n.d.,Tondi Lisci Rossi A Grappolo,"88,90"
Pomodori Serra,set,n.d.,Tondi Lisci Rossi A Grappolo,"111,12"
