SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024 - Base dell’Indice 2010=100,"Macro categoria: coltivazioni,prodotti zootecnici - Categoria: cereali e derivati,colture industriali,frutta fresca, a guscio e agrumi freschi,olii e grassi vegetali,ortaggi legumi e patate freschi,semi oleosi,vini - Gruppo: frumento,granturco e cereali minori,riso,barbabietola,tabacchi,agrumi,altra frutta fresca,frutta a guscio,frutta a nocciolo,pomacee,uva da tavola,olii di oliva di pressione,cavoli e cavolfiori,frutti ortivi freschi,insalate,legumi freschi,ortaggi a foglia e stelo,patate,radici e bulbi,oleaginose,vini comuni,vini doc-docg,vini igt - Prodotto: frumento duro,frumento tenero,avena,mais,orzo,risone,barbabietola da zucchero,tabacco greggio, non lavorato,arance,clementine,limoni,mandarini,actinidia,loti,mandorle in guscio,nocciole,noci,pistacchi,albicocche,ciliegie,nettarine,pesche,susine,mele da tavola,pere da tavola,uva da tavola,olio extravergine di oliva,olio lampante di oliva,olio vergine di oliva,cavolfiori,angurie,cetrioli,cetrioli serra,fragole,melanzane,melanzane serra,meloni,peperoni,peperoni serra,pomodori,pomodori serra,zucchine,zucchine serra,indivia,lattuga,radicchio,fagiolini,fagiolini serra,asparagi,carciofi,finocchi,sedani,spinaci,patate comuni,patate novelle,agli,carote,cipolle,soia,vini comuni bianchi,vini comuni rossi e rosati,vini doc-docg bianchi,vini doc-docg rossi e rosati,vini igt bianchi,vini igt rossi e rosati"

Prodotto,Mese,PrezzoMedioPerUdM8,Varieta,PrezzoMedioPerUdM9
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Alto Adige Schiava,"158,02"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Barbaresco,"327,51"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Barbaresco,"325,11"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Barbaresco,"320,29"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Barbaresco,"296,21"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Barbaresco,"296,21"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Barbaresco,"281,76"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Barbaresco,"281,76"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Barbera D'alba,"255,92"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Barbera D'alba,"255,92"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Barbera D'alba,"251,18"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Barbera D'alba,"251,18"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Barbera D'alba,"251,18"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Barbera D'alba,"251,18"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Barbera D'alba,"241,71"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Barbera D'alba,"222,75"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Barbera D'alba,"203,79"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Barbera D'alba,"203,79"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Barbera D'alba,"194,31"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Barbera D'alba,"194,31"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Barbera D'asti,"218,18"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Barbera D'asti,"221,59"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Barbera Del Monferrato,"199,36"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Barbera Del Monferrato,"203,19"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Bardolino,"162,98"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Bardolino Classico,"168,37"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Bardolino Classico,"161,36"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Bardolino Classico,"161,36"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Barolo,"263,03"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Barolo,"263,03"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Barolo,"263,03"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Barolo,"260,11"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Barolo,"257,18"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Barolo,"257,18"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Barolo,"251,34"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Barolo,"244,03"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Barolo,"233,80"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Barolo,"233,80"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Barolo,"230,88"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Barolo,"230,88"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Brunello Di Montalcino,"171,80"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Brunello Di Montalcino,"169,21"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Brunello Di Montalcino,"169,21"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Brunello Di Montalcino,"169,21"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Brunello Di Montalcino,"169,21"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Brunello Di Montalcino,"169,21"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Cannonau Di Sardegna,"154,14"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Cannonau Di Sardegna,"154,14"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Cannonau Di Sardegna,"163,77"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Cannonau Di Sardegna,"163,77"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Cannonau Di Sardegna,"163,77"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Cannonau Di Sardegna,"158,95"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Castel Del Monte,"144,00"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Castelli Romani,"243,39"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Castelli Romani,"199,14"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Castelli Romani,"199,14"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Chianti,"152,78"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Chianti,"161,11"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Chianti,"163,89"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Chianti,"163,89"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Chianti,"158,33"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Chianti,"158,33"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Chianti,"150,00"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Chianti,"141,67"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Chianti,"141,67"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Chianti,"138,89"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Chianti,"138,89"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Chianti,"138,89"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Chianti Classico,"214,55"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Chianti Classico,"222,87"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Chianti Classico,"224,53"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Chianti Classico,"224,53"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Chianti Classico,"226,19"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Chianti Colli Senesi,"158,33"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Chianti Colli Senesi,"166,67"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Chianti Colli Senesi,"166,67"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Chianti Colli Senesi,"166,67"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Chianti Colli Senesi,"166,67"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Chianti Colli Senesi,"166,67"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Chianti Colli Senesi,"161,11"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Chianti Colli Senesi,"152,78"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Chianti Colli Senesi,"152,78"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Chianti Colli Senesi,"152,78"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Chianti Colli Senesi,"152,78"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Chianti Colli Senesi,"152,78"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Ciro' Classico,"98,72"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Ciro' Classico,"98,72"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Ciro' Classico,"99,06"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Ciro' Classico,"99,72"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Ciro' Classico,"102,37"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Ciro' Rosato,"97,25"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Ciro' Rosato,"97,25"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Ciro' Rosato,"98,58"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Ciro' Rosato,"99,25"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Ciro' Rosato,"99,25"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Ciro' Rosato,"99,58"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Ciro' Rosato,"99,58"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Ciro' Rosato,"99,58"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Ciro' Rosato,"99,58"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Ciro' Rosato,"99,25"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Ciro' Rosato,"99,25"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Ciro' Rosato,"100,24"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Ciro' Rosso,"94,79"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Ciro' Rosso,"94,79"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Ciro' Rosso,"96,79"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Ciro' Rosso,"97,46"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Ciro' Rosso,"97,46"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Ciro' Rosso,"97,12"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Dolcetto Alba/Diano,"180,88"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Dolcetto Alba/Diano,"180,88"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Dolcetto Alba/Diano,"180,88"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Dolcetto Alba/Diano,"180,88"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Dolcetto Alba/Diano,"176,12"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Dolcetto Alba/Diano,"176,12"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Dolcetto Alba/Diano,"161,84"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Friuli Grave Cabernet Franc Sauvignon,"323,08"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Friuli Grave Merlot,"282,35"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Grignolino D'asti,"135,18"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Grignolino D'asti,"135,18"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Grignolino D'asti,"113,83"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Grignolino D'asti,"118,58"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Grignolino D'asti,"118,58"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Grignolino D'asti,"118,58"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Gutturnio,"117,19"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,apr,"183,39",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,mag,"182,29",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,giu,"182,29",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,lug,"180,13",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,ago,"177,85",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,set,"175,70",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,ott,"174,76",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,nov,"174,02",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,dic,"174,02",Lago Di Caldaro,"166,47"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Lambrusco Grasparossa,"130,81"
